age,gender,service_branch,rank,MOS,years_of_service,marital_status,dependents,education_level,months_until_contract_end,total_training_hours,specialized_courses_completed,training_score_average,certifications_held,days_since_last_training,skills_current,training_budget_spent,health_index,physical_fitness_score,medical_restrictions,days_on_medical_leave,mental_health_status,wellness_program_participation,annual_leave_taken,emergency_leave_incidents,unauthorized_absences,leave_balance,leave_to_service_ratio,total_deployments,months_deployed_last_3yrs,deployment_type,months_since_last_deployment,mission_performance_rating,combat_exposure_level,performance_review_score,commendations,disciplinary_actions,leadership_potential_score,promotion_eligible,peer_rating_score,civilian_job_offers,financial_stress_indicator,family_support_score,relocation_willingness,attrition_risk,readiness_score,training_recency_score,deployment_recency_score,contract_pressure,contract_urgency_score,time_in_rank_estimate,training_gap,training_hours_per_year_service,health_performance_index,leave_to_deployment_ratio,skill_decay_factor,fitness_to_age_ratio,deployments_per_year,commendations_to_discipline_ratio,training_efficiency,leave_utilization_rate,deployment_load,unit_avg_readiness,relative_readiness,branch_attrition_rate,mos_retention_rate,peer_group_performance,performance_trajectory,rank_avg_health,wellness_red_flag,high_stress_indicator,deployment_fatigue,low_engagement,career_stagnation,retention_risk_composite
29,Female,Army,Officer,Signal,22,Married,4,High School,32,1453,6,84.6,5,169,True,7973,78.0,100.0,False,3.0,Fair,False,13,1.0,0,17,0.59,8,5,Domestic,4,3,Low,67.0,4,2,62.7,False,67.1,0.0,Medium,85.3,High,MEDIUM_RISK,75.0,0.39106210750432224,0.7165313105737893,0,0.3333333333333333,12,0,66.04545454545455,52.26,2.6,0.39106210750432224,3.4482758620689653,0.36363636363636365,2.0,507.59999999999997,0.43333333333333335,0.01893939393939394,74.64999999999999,0.3500000000000085,0.06393442622950819,0.9154929577464789,81.71122448979591,Below Average,82.6136690647482,0,0,0,1,1,1
27,Female,Air Force,NCO,Armor,9,Married,0,Associate,12,629,7,100.0,3,329,True,14277,78.2,70.7,False,4.0,Excellent,False,18,1.0,1,12,2.0,3,31,Domestic,30,3,Low,68.5,3,0,39.5,False,84.4,0.0,Low,70.4,Medium,LOW_RISK,67.0,0.1607704387466699,0.0820849986238988,0,0.75,4,0,69.88888888888889,53.567,0.5806451612903226,0.1607704387466699,2.6185185185185187,0.3333333333333333,3.0,700.0,0.6,0.28703703703703703,70.25454545454545,-3.2545454545454504,0.08021390374331551,0.9142857142857143,81.72773722627738,Below Average,84.65279329608938,0,0,1,1,0,2
21,Female,Army,Junior,Military Police,5,Married,4,Associate,5,231,3,79.7,4,426,False,9257,100.0,79.9,True,65.0,Concern,False,12,0.0,0,18,2.4,1,9,Domestic,31,3,Low,79.0,0,0,36.0,True,63.5,0.0,High,48.4,High,MEDIUM_RISK,68.4,0.09379284861387625,0.07552184450877376,1,0.8958333333333334,5,1,46.2,79.0,1.3333333333333333,0.0,3.804761904761905,0.2,0.0,239.10000000000002,0.4,0.15,70.96451612903226,-2.5645161290322562,0.06393442622950819,0.9696969696969697,82.14514106583071,Average,87.2337972166998,1,1,0,0,0,7
27,Female,Army,Junior,Intelligence,6,Divorced,3,Associate,10,657,0,94.7,3,554,False,1092,79.6,67.0,False,31.0,Fair,False,8,0.0,0,22,1.33,2,20,Combat,22,2,Moderate,86.7,4,0,66.5,True,84.6,1.0,High,70.4,Medium,MEDIUM_RISK,73.4,0.046061501894238285,0.1598797460796939,1,0.7916666666666666,6,1,109.5,69.0132,0.4,0.0,2.4814814814814814,0.3333333333333333,4.0,0.0,0.26666666666666666,0.2777777777777778,66.50810810810812,6.891891891891888,0.06393442622950819,0.90625,81.27435897435898,Above Average,87.2337972166998,1,1,0,0,0,9
29,Female,Navy,NCO,Medical,5,Divorced,1,High School,45,492,6,71.6,4,196,True,9906,87.3,81.1,False,30.0,Concern,True,8,1.0,0,22,1.6,1,18,International,15,3,Low,83.9,2,0,67.4,True,83.7,0.0,Medium,70.4,Medium,LOW_RISK,71.7,0.33659027520656365,0.2865047968601901,0,0.0625,0,0,98.4,73.24470000000001,0.4444444444444444,0.33659027520656365,2.796551724137931,0.2,2.0,429.59999999999997,0.26666666666666666,0.3,72.25217391304348,-0.5521739130434753,0.04433497536945813,0.9508196721311475,84.10000000000001,Average,84.65279329608938,1,0,0,0,0,2
45,Female,Army,Officer,Infantry,19,Married,2,Bachelor,35,1273,7,75.0,4,608,False,9570,91.6,84.1,False,12.0,Excellent,True,17,1.0,0,13,0.89,5,34,Domestic,28,1,Low,82.7,1,0,62.0,True,86.4,0.0,Low,75.8,Medium,LOW_RISK,70.3,0.03412319987521719,0.09697196786440505,0,0.2708333333333333,9,1,67.0,75.75319999999999,0.5,0.0,1.8688888888888888,0.2631578947368421,1.0,525.0,0.5666666666666667,0.14912280701754385,72.8,-2.5,0.06393442622950819,0.9142857142857143,81.71122448979591,Above Average,82.6136690647482,0,0,1,0,0,1
34,Female,Navy,NCO,Maintenance,12,Single,5,High School,43,919,3,85.9,2,526,False,1307,87.1,96.0,False,7.0,Excellent,False,18,3.0,0,12,1.5,5,27,Domestic,11,3,Low,75.9,1,0,50.7,True,70.8,0.0,High,80.6,High,LOW_RISK,69.9,0.053813967732919694,0.39984965434484737,0,0.10416666666666667,7,1,76.58333333333333,66.1089,0.6666666666666666,0.0,2.823529411764706,0.4166666666666667,1.0,257.70000000000005,0.6,0.1875,73.85,-3.9499999999999886,0.04433497536945813,0.9344262295081968,82.27122302158274,Below Average,84.65279329608938,0,1,1,0,0,3
32,Female,Army,NCO,Military Police,5,Single,1,High School,29,246,7,82.0,6,625,False,12742,74.9,83.8,False,2.0,Good,False,15,0.0,0,15,3.0,3,34,Combat,14,4,Moderate,82.9,4,0,42.6,True,71.9,0.0,Low,100.0,Low,LOW_RISK,61.0,0.03104795847932964,0.3114032239145977,0,0.3958333333333333,0,1,49.2,62.09210000000001,0.4411764705882353,0.0,2.61875,0.6,4.0,574.0,0.5,0.5666666666666667,73.65185185185184,-12.651851851851845,0.06393442622950819,0.9696969696969697,84.10000000000001,Average,84.65279329608938,0,0,1,0,0,1
37,Male,Army,NCO,Medical,6,Married,4,Master,11,670,2,76.7,1,77,True,7974,94.2,97.3,False,1.0,Fair,False,28,2.0,0,2,4.67,2,21,International,11,5,Low,69.1,4,1,40.7,False,75.6,3.0,High,28.5,Medium,HIGH_RISK,79.1,0.6519562778750996,0.39984965434484737,1,0.7708333333333334,1,0,111.66666666666667,65.09219999999999,1.3333333333333333,0.6519562778750996,2.6297297297297297,0.3333333333333333,4.0,153.4,0.9333333333333333,0.2916666666666667,72.25217391304348,6.847826086956516,0.06393442622950819,0.9508196721311475,81.72773722627738,Below Average,84.65279329608938,0,1,0,1,0,8
20,Female,Army,Junior,Aviation,7,Married,5,Bachelor,35,814,4,76.4,3,277,True,3765,92.9,81.6,False,1.0,Excellent,False,3,0.0,0,27,0.43,2,5,International,9,4,Low,64.0,0,0,33.1,False,44.5,0.0,High,69.0,High,LOW_RISK,68.4,0.21461943503382513,0.4723665527410147,0,0.2708333333333333,7,0,116.28571428571429,59.456,0.6,0.21461943503382513,4.08,0.2857142857142857,0.0,305.6,0.1,0.05952380952380952,70.48823529411764,-2.088235294117638,0.06393442622950819,0.9666666666666667,81.27435897435898,Below Average,87.2337972166998,0,1,0,1,1,3
27,Female,Army,NCO,Infantry,11,Married,3,Bachelor,41,592,7,93.3,4,466,False,17964,65.4,75.9,False,8.0,Excellent,True,18,2.0,2,12,1.64,5,31,Domestic,24,4,Low,77.5,2,0,40.2,True,81.3,0.0,High,100.0,High,LOW_RISK,58.8,0.0751034420112446,0.1353352832366127,0,0.14583333333333334,6,1,53.81818181818182,50.685,0.5806451612903226,0.0,2.8111111111111113,0.45454545454545453,2.0,653.1,0.6,0.23484848484848486,70.7,-11.900000000000006,0.06393442622950819,0.9142857142857143,82.27122302158274,Average,84.65279329608938,1,1,1,0,0,5
31,Male,Army,Officer,Logistics,24,Married,0,Associate,12,2000,12,77.1,8,448,False,26814,98.6,100.0,False,21.0,Excellent,False,2,1.0,0,28,0.08,8,13,Combat,10,3,High,80.1,3,0,70.0,True,72.1,0.0,Low,70.4,High,LOW_RISK,83.9,0.08300213995820836,0.4345982085070782,0,0.75,14,1,83.33333333333333,78.97859999999999,0.15384615384615385,0.0,3.225806451612903,0.3333333333333333,3.0,925.1999999999999,0.06666666666666667,0.04513888888888889,76.52000000000001,7.3799999999999955,0.06393442622950819,0.9672131147540983,81.71122448979591,Average,82.6136690647482,0,0,0,0,0,0
53,Female,Air Force,Officer,Intelligence,26,Single,3,Associate,47,1915,8,69.8,4,320,True,18735,88.2,80.6,False,17.0,Good,False,14,1.0,0,16,0.54,8,8,Domestic,32,2,Low,89.7,3,0,55.7,True,92.1,0.0,Low,55.9,High,LOW_RISK,75.2,0.1690133154060661,0.06948345122280154,0,0.020833333333333332,16,0,73.65384615384616,79.11540000000001,1.75,0.1690133154060661,1.520754716981132,0.3076923076923077,3.0,558.4,0.4666666666666667,0.02564102564102564,83.56666666666666,-8.36666666666666,0.08021390374331551,0.90625,81.71122448979591,Above Average,82.6136690647482,0,0,0,0,0,0
40,Male,Navy,NCO,Intelligence,11,Married,5,Bachelor,39,829,3,71.5,3,160,True,9036,86.8,84.9,False,8.0,Fair,True,17,0.0,0,13,1.55,4,21,Combat,20,3,Moderate,82.8,1,0,44.5,True,94.4,0.0,High,79.3,Medium,LOW_RISK,75.1,0.41111229050718745,0.18887560283756183,0,0.1875,6,0,75.36363636363636,71.8704,0.8095238095238095,0.41111229050718745,2.1225,0.36363636363636365,1.0,214.5,0.5666666666666667,0.1590909090909091,70.73809523809524,4.3619047619047535,0.04433497536945813,0.90625,82.27122302158274,Above Average,84.65279329608938,0,1,0,0,0,2
38,Male,Army,Officer,Cyber Operations,18,Married,1,Bachelor,18,1446,9,86.7,5,492,False,20596,100.0,100.0,False,67.0,Good,False,14,0.0,0,16,0.78,7,29,Domestic,14,4,Low,98.9,3,0,100.0,True,92.0,0.0,Low,87.4,Medium,LOW_RISK,72.7,0.06500225396303454,0.3114032239145977,0,0.625,8,1,80.33333333333333,98.9,0.4827586206896552,0.0,2.6315789473684212,0.3888888888888889,3.0,780.3000000000001,0.4666666666666667,0.13425925925925927,76.8,-4.099999999999994,0.06393442622950819,0.935064935064935,81.71122448979591,Above Average,82.6136690647482,1,0,1,0,0,3
25,Male,Army,Junior,Artillery,4,Divorced,1,High School,42,683,0,100.0,2,313,True,0,96.4,90.6,True,92.0,Excellent,True,1,1.0,0,29,0.25,3,7,Domestic,4,4,Low,81.9,2,0,33.7,True,78.2,0.0,Low,42.3,Medium,LOW_RISK,79.0,0.17571553167041465,0.7165313105737893,0,0.125,4,0,170.75,78.95160000000001,0.14285714285714285,0.17571553167041465,3.6239999999999997,0.75,2.0,0.0,0.03333333333333333,0.14583333333333334,68.22666666666666,10.77333333333334,0.06393442622950819,0.9014084507042254,82.14514106583071,Average,87.2337972166998,1,1,0,0,0,4
40,Female,Army,Officer,Aviation,23,Single,0,Bachelor,1,1639,5,74.8,4,631,False,12985,94.7,90.9,False,11.0,Good,False,14,0.0,0,16,0.61,6,28,International,24,4,Low,87.3,3,0,68.6,True,83.1,0.0,Low,100.0,Medium,MEDIUM_RISK,69.5,0.030030085328304444,0.1353352832366127,1,0.9791666666666666,13,1,71.26086956521739,82.67309999999999,0.5,0.0,2.2725,0.2608695652173913,3.0,374.0,0.4666666666666667,0.10144927536231885,72.0,-2.5,0.06393442622950819,0.9666666666666667,81.71122448979591,Above Average,82.6136690647482,0,0,1,0,0,4
36,Male,Army,NCO,Military Police,7,Divorced,5,Associate,39,727,7,100.0,4,161,True,11049,95.0,100.0,False,6.0,Excellent,True,15,0.0,0,15,2.14,2,21,Combat,32,3,Moderate,84.0,1,0,53.3,True,100.0,0.0,High,81.6,Medium,LOW_RISK,77.5,0.40883466593072254,0.06948345122280154,0,0.1875,2,0,103.85714285714286,79.8,0.7142857142857143,0.40883466593072254,2.7777777777777777,0.2857142857142857,1.0,700.0,0.5,0.25,73.65185185185184,3.848148148148155,0.06393442622950819,0.9696969696969697,81.72773722627738,Above Average,84.65279329608938,0,1,0,0,0,2
21,Female,Army,Junior,Maintenance,1,Married,0,Bachelor,28,0,1,79.9,3,308,True,283,96.7,91.0,False,2.0,Good,True,21,0.0,1,9,21.0,2,19,Domestic,10,3,Low,95.4,10,0,55.4,False,94.1,0.0,Low,42.1,Medium,LOW_RISK,84.3,0.18066494222953758,0.4345982085070782,0,0.4166666666666667,1,0,0.0,92.2518,1.105263157894737,0.18066494222953758,4.333333333333333,2.0,10.0,79.9,0.7,1.5833333333333333,68.79032258064517,15.50967741935483,0.06393442622950819,0.9344262295081968,82.14514106583071,Above Average,87.2337972166998,0,1,0,0,0,2
18,Female,Army,Junior,Infantry,3,Single,5,Bachelor,25,0,4,77.2,3,146,True,7675,72.1,61.4,False,7.0,Good,False,5,0.0,0,25,1.67,0,0,Domestic,999,3,Low,72.5,2,0,35.9,False,70.8,0.0,High,93.1,Low,LOW_RISK,68.2,0.44436405398476114,0.0,0,0.4791666666666667,3,0,0.0,52.2725,5.0,0.44436405398476114,3.411111111111111,0.0,2.0,308.8,0.16666666666666666,0.0,68.40322580645162,-0.2032258064516128,0.06393442622950819,0.9142857142857143,82.14514106583071,Below Average,87.2337972166998,0,1,0,0,0,2
40,Male,Air Force,NCO,Cyber Operations,9,Single,2,Bachelor,21,726,5,70.9,2,675,False,6663,66.7,46.5,False,5.0,Good,True,25,1.0,0,5,2.78,4,16,International,32,4,Low,84.3,1,0,60.3,True,83.4,0.0,Medium,90.5,Medium,LOW_RISK,51.3,0.023517745856009107,0.06948345122280154,0,0.5625,4,1,80.66666666666667,56.228100000000005,1.5625,0.0,1.1625,0.4444444444444444,1.0,354.5,0.8333333333333334,0.14814814814814814,70.75238095238095,-19.45238095238095,0.08021390374331551,0.935064935064935,81.72773722627738,Above Average,84.65279329608938,1,0,0,0,0,2
18,Female,Army,Junior,Engineer,0,Single,3,Master,3,4,3,78.0,1,396,False,7476,98.5,90.6,False,5.0,Fair,False,0,0.0,0,30,0.0,1,32,International,18,3,Low,75.9,1,0,47.0,False,81.45,0.0,Medium,70.0,High,MEDIUM_RISK,76.6,0.11080315836233387,0.22313016014842982,1,0.9375,0,1,4.0,74.76150000000001,0.0,0.0,5.033333333333333,1.0,1.0,234.0,0.0,2.6666666666666665,71.08275862068966,5.5172413793103345,0.06393442622950819,0.9482758620689655,82.14514106583071,Average,87.2337972166998,0,0,1,0,0,4
29,Female,Army,Junior,Cyber Operations,7,Married,1,High School,8,0,3,72.4,2,691,False,10239,99.0,84.3,False,29.0,Good,False,6,0.0,0,24,0.86,4,19,International,25,4,Low,80.7,0,0,42.2,True,74.3,2.0,Medium,60.8,High,MEDIUM_RISK,66.0,0.021517496396932703,0.12451447144412296,1,0.8333333333333334,7,1,0.0,79.893,0.3157894736842105,0.0,2.9068965517241376,0.5714285714285714,0.0,217.20000000000002,0.2,0.2261904761904762,70.29583333333333,-4.295833333333334,0.06393442622950819,0.935064935064935,81.27435897435898,Average,87.2337972166998,0,0,0,0,0,5
28,Male,Army,Junior,Infantry,3,Married,4,Bachelor,17,472,3,71.6,3,89,True,4439,79.9,88.1,False,4.0,Good,True,16,0.0,0,14,5.33,2,17,International,7,3,Low,79.5,0,0,56.3,False,87.4,0.0,High,46.6,Medium,LOW_RISK,86.8,0.6099096518873699,0.5580351457700471,0,0.6458333333333334,3,0,157.33333333333334,63.5205,0.9411764705882353,0.6099096518873699,3.1464285714285714,0.6666666666666666,0.0,214.79999999999998,0.5333333333333333,0.4722222222222222,68.40322580645162,18.39677419354838,0.06393442622950819,0.9142857142857143,82.14514106583071,Average,87.2337972166998,0,1,0,0,0,2
45,Male,Army,Officer,Logistics,13,Married,5,Master,5,612,13,63.5,6,308,True,29697,70.8,93.2,False,2.0,Fair,True,17,2.0,0,13,1.31,4,20,Domestic,18,4,Low,87.6,8,0,67.3,True,81.45,2.0,High,61.8,Low,MEDIUM_RISK,80.9,0.18066494222953758,0.22313016014842982,1,0.8958333333333334,3,0,47.07692307692308,62.02079999999999,0.85,0.18066494222953758,2.071111111111111,0.3076923076923077,8.0,825.5,0.5666666666666667,0.1282051282051282,76.52000000000001,4.3799999999999955,0.06393442622950819,0.9672131147540983,83.75909090909092,Above Average,82.6136690647482,0,1,0,0,0,7
23,Female,Army,Junior,Human Resources,0,Single,4,Bachelor,1,0,4,97.7,2,546,False,10143,91.1,68.3,False,9.0,Excellent,False,26,3.0,0,4,26.0,1,16,International,18,3,Low,67.4,0,1,31.7,False,59.1,0.0,High,90.6,High,MEDIUM_RISK,74.2,0.0481548541211964,0.22313016014842982,1,0.9791666666666666,0,1,0.0,61.4014,1.625,0.0,2.9695652173913043,1.0,0.0,390.8,0.8666666666666667,1.3333333333333333,66.66285714285713,7.537142857142868,0.06393442622950819,0.9577464788732395,82.14514106583071,Average,87.2337972166998,0,1,0,1,0,6
37,Female,Army,NCO,Logistics,5,Married,0,High School,33,666,7,90.6,4,371,False,12247,69.8,55.6,False,28.0,Fair,False,16,0.0,0,14,3.2,1,16,Domestic,3,4,Low,77.4,2,0,52.3,True,81.1,0.0,Low,35.6,Medium,LOW_RISK,69.9,0.12731243301887457,0.7788007830714049,0,0.3125,0,1,133.2,54.025200000000005,1.0,0.0,1.5027027027027027,0.2,2.0,634.1999999999999,0.5333333333333333,0.26666666666666666,75.05789473684212,-5.15789473684211,0.06393442622950819,0.9672131147540983,84.10000000000001,Below Average,84.65279329608938,1,1,0,0,0,4
29,Male,Army,NCO,Intelligence,9,Married,4,Master,38,1162,6,82.7,4,451,False,10500,85.0,79.1,False,2.0,Excellent,False,14,1.0,0,16,1.56,3,35,Combat,1,4,High,79.3,0,0,34.5,True,81.45,0.0,High,53.3,Medium,LOW_RISK,72.9,0.08163023525500455,0.9200444146293233,0,0.20833333333333334,4,1,129.11111111111111,67.405,0.4,0.0,2.7275862068965515,0.3333333333333333,0.0,496.20000000000005,0.4666666666666667,0.32407407407407407,70.73809523809524,2.161904761904765,0.06393442622950819,0.90625,81.72773722627738,Average,84.65279329608938,0,1,1,0,0,3
26,Male,Air Force,Junior,Armor,5,Single,3,High School,46,327,2,78.6,4,167,True,910,84.0,66.8,False,2.0,Fair,False,18,0.0,0,12,3.6,1,13,International,33,5,Low,65.0,0,0,56.6,False,61.2,0.0,High,75.8,High,LOW_RISK,79.0,0.3954314713233771,0.06392786120670757,0,0.041666666666666664,5,0,65.4,54.6,1.3846153846153846,0.3954314713233771,2.569230769230769,0.2,0.0,157.2,0.6,0.21666666666666667,68.59722222222223,10.402777777777771,0.08021390374331551,0.9142857142857143,82.14514106583071,Below Average,87.2337972166998,0,1,0,1,0,3
32,Female,Navy,NCO,Military Police,16,Married,5,Bachelor,39,993,3,79.9,2,392,False,1732,83.6,75.2,False,46.0,Excellent,False,0,1.0,2,30,0.0,6,13,International,7,5,Low,78.0,0,0,62.0,True,74.1,0.0,High,84.2,Medium,LOW_RISK,70.5,0.11329301336363026,0.5580351457700471,0,0.1875,11,1,62.0625,65.208,0.0,0.0,2.35,0.375,0.0,239.70000000000002,0.0,0.06770833333333333,73.65185185185184,-3.151851851851845,0.04433497536945813,0.9696969696969697,81.10185185185185,Average,84.65279329608938,1,1,0,0,0,4
29,Female,Army,NCO,Special Forces,16,Married,4,Bachelor,30,1538,3,72.2,2,637,False,4513,100.0,82.0,False,3.0,Excellent,True,8,1.0,0,22,0.5,5,28,Domestic,10,4,Low,71.9,2,0,48.6,False,78.3,0.0,High,83.4,High,LOW_RISK,61.6,0.029045582028384528,0.4345982085070782,0,0.375,11,1,96.125,71.9,0.2857142857142857,0.0,2.8275862068965516,0.3125,2.0,216.60000000000002,0.26666666666666666,0.14583333333333334,71.82413793103449,-10.224137931034484,0.06393442622950819,0.9620253164556962,81.10185185185185,Below Average,84.65279329608938,0,1,1,0,1,3
29,Female,Navy,Junior,Artillery,5,Married,5,Bachelor,34,573,4,68.7,2,491,False,12763,80.4,61.2,False,18.0,Good,False,7,0.0,0,23,1.4,3,5,Domestic,8,4,Low,61.3,3,1,31.0,False,61.2,0.0,High,54.4,Medium,LOW_RISK,59.6,0.0653643825775804,0.513417119032592,0,0.2916666666666667,5,1,114.6,49.2852,1.4,0.0,2.110344827586207,0.6,3.0,274.8,0.23333333333333334,0.08333333333333333,68.22666666666666,-8.626666666666658,0.04433497536945813,0.9014084507042254,82.14514106583071,Below Average,87.2337972166998,0,1,0,1,0,3
30,Female,Army,NCO,Human Resources,13,Married,1,Master,33,942,6,87.2,3,150,True,11609,86.9,93.2,False,6.0,Concern,False,22,0.0,0,8,1.69,3,27,International,32,3,Low,81.0,1,0,37.9,True,87.8,0.0,Low,67.9,High,LOW_RISK,79.0,0.4345982085070782,0.06948345122280154,0,0.3125,8,0,72.46153846153847,70.38900000000001,0.8148148148148148,0.4345982085070782,3.106666666666667,0.23076923076923078,1.0,523.2,0.7333333333333333,0.17307692307692307,73.8103448275862,5.189655172413794,0.06393442622950819,0.9577464788732395,82.27122302158274,Average,84.65279329608938,1,0,1,0,0,3
18,Male,Air Force,Junior,Cyber Operations,7,Single,4,Doctorate,10,437,2,77.4,1,468,False,3456,76.9,75.0,False,6.0,Concern,False,24,1.0,0,6,3.43,3,19,Domestic,23,1,Low,77.8,4,0,21.0,True,61.5,0.0,High,60.8,Medium,MEDIUM_RISK,64.4,0.07427357821433388,0.1470964673929768,1,0.7916666666666666,7,1,62.42857142857143,59.82820000000001,1.263157894736842,0.0,4.166666666666667,0.42857142857142855,4.0,154.8,0.8,0.2261904761904762,70.29583333333333,-5.895833333333329,0.08021390374331551,0.935064935064935,81.27435897435898,Average,87.2337972166998,1,1,0,0,0,7
28,Male,Army,Junior,Human Resources,2,Single,2,High School,11,17,4,83.3,4,701,False,6335,96.4,100.0,False,3.0,Excellent,False,28,3.0,0,2,14.0,0,0,Domestic,999,3,Low,77.7,1,0,62.8,False,67.3,1.0,Medium,75.4,Medium,LOW_RISK,60.9,0.020354679463845702,0.0,1,0.7708333333333334,2,1,8.5,74.90280000000001,28.0,0.0,3.5714285714285716,0.0,1.0,333.2,0.9333333333333333,0.0,66.66285714285713,-5.762857142857136,0.06393442622950819,0.9577464788732395,82.14514106583071,Average,87.2337972166998,0,0,0,0,0,5
26,Female,Navy,Junior,Armor,7,Married,1,Bachelor,3,491,1,63.4,0,43,True,5168,85.8,85.4,False,15.0,Excellent,False,19,2.0,1,11,2.71,2,31,International,14,2,Low,82.5,2,0,39.8,True,81.45,2.0,Medium,81.6,Medium,HIGH_RISK,73.4,0.7875023777759395,0.3114032239145977,1,0.9375,7,0,70.14285714285714,70.785,0.6129032258064516,0.7875023777759395,3.284615384615385,0.2857142857142857,2.0,63.4,0.6333333333333333,0.36904761904761907,68.59722222222223,4.802777777777777,0.04433497536945813,0.9142857142857143,81.27435897435898,Above Average,87.2337972166998,0,0,1,0,0,6
34,Male,Army,NCO,Signal,6,Single,0,Associate,22,543,3,76.8,1,29,True,8056,97.0,100.0,False,21.0,Good,False,21,2.0,0,9,3.5,2,28,Domestic,17,4,Low,77.0,0,0,49.7,True,81.45,0.0,Low,66.5,Medium,LOW_RISK,70.7,0.851197488353945,0.2425210746356487,0,0.5416666666666666,1,0,90.5,74.69,0.75,0.851197488353945,2.9411764705882355,0.3333333333333333,0.0,230.39999999999998,0.7,0.3888888888888889,73.964,-3.263999999999996,0.06393442622950819,0.9154929577464789,81.72773722627738,Average,84.65279329608938,0,0,1,0,0,1
28,Female,Air Force,Junior,Logistics,1,Married,5,High School,9,0,0,68.5,1,632,False,0,62.4,52.7,False,9.0,Good,False,16,0.0,0,14,16.0,1,28,Domestic,25,3,Low,90.7,6,0,56.4,False,89.4,0.0,High,72.3,Medium,MEDIUM_RISK,64.5,0.029863714091159718,0.12451447144412296,1,0.8125,1,1,0.0,56.5968,0.5714285714285714,0.0,1.8821428571428573,1.0,6.0,0.0,0.5333333333333333,2.3333333333333335,69.540625,-5.040625000000006,0.08021390374331551,0.9672131147540983,82.14514106583071,Above Average,87.2337972166998,1,1,1,0,0,8
53,Male,Air Force,Officer,Medical,24,Married,4,Doctorate,36,1832,15,84.8,8,31,True,26372,78.9,64.1,False,1.0,Fair,False,12,0.0,0,18,0.5,7,11,International,21,2,Low,81.0,3,0,51.9,True,81.45,3.0,Medium,70.0,Medium,MEDIUM_RISK,77.9,0.8417920874736429,0.17377394345044514,0,0.25,14,0,76.33333333333333,63.909000000000006,1.0909090909090908,0.8417920874736429,1.2094339622641508,0.2916666666666667,3.0,1272.0,0.4,0.03819444444444445,74.74545454545455,3.154545454545456,0.08021390374331551,0.9508196721311475,81.71122448979591,Average,82.6136690647482,0,0,0,0,0,2
53,Male,Army,Officer,Administration,21,Married,4,High School,28,1808,10,90.0,5,693,False,24636,80.8,100.0,False,1.0,Good,False,7,2.0,0,23,0.33,7,13,Domestic,6,4,Low,92.5,6,0,69.5,True,98.6,1.0,High,38.5,Medium,LOW_RISK,75.6,0.02127973643837717,0.6065306597126334,0,0.4166666666666667,11,1,86.0952380952381,74.74,0.5384615384615384,0.0,1.8867924528301887,0.3333333333333333,6.0,900.0,0.23333333333333334,0.051587301587301584,74.51428571428572,1.0857142857142748,0.06393442622950819,0.9166666666666666,81.71122448979591,Above Average,82.6136690647482,0,1,0,0,0,4
24,Male,Army,Junior,Human Resources,2,Single,1,Associate,46,0,1,94.6,3,674,False,376,97.3,79.0,False,16.0,Fair,False,7,0.0,0,23,3.5,0,0,Domestic,999,3,Low,67.5,3,0,29.2,False,55.0,0.0,Medium,95.9,High,LOW_RISK,62.1,0.023648763600854106,0.0,0,0.041666666666666664,2,1,0.0,65.6775,7.0,0.0,3.2916666666666665,0.0,3.0,94.6,0.23333333333333334,0.0,66.66285714285713,-4.562857142857133,0.06393442622950819,0.9577464788732395,82.14514106583071,Below Average,87.2337972166998,0,0,0,1,0,1
